RowID	Path	Record	RecordBytes	English	Korean	Status	Note
1250	Data/NPCData/106.EDT	10	480	Well, I expect you have things to do, so I won't keep you.	당신들도 할 일이 있겠죠. 더 붙잡진 않겠습니다.	번역완료	batch RowID 1088-1287
1251	Data/NPCData/106.EDT	11	480	Yeah, that did the trick.	그래, 그게 효과가 있었군요.	번역완료	batch RowID 1088-1287
1252	Data/NPCData/106.EDT	12	480	I don't understand!	이해가 안 돼요!	번역완료	batch RowID 1088-1287
1253	Data/NPCData/106.EDT	13	480	I was hoping I'd get to meet you. I knew when I did that me and my men would be finally liberated from the clutches of that slave driving... dictator! The Queen's in a class by herself when it comes to cruelty.	당신들을 꼭 만나고 싶었습니다. 만나기만 하면 나와 광부들이 드디어 그 노예처럼 부려먹는... 독재자의 손아귀에서 벗어날 수 있을 거라 생각했죠! 잔혹함만큼은 여왕을 따라올 사람이 없습니다.	번역완료	batch RowID 1088-1287
1254	Data/NPCData/106.EDT	14	480	To show my appreciation, I'm prepared to continue mining and turn the proceeds over to you. I'll gather the men I can, and the ore we dig is yours. You have to understand, though, a lot of the men are scared.	감사의 뜻으로 계속 채굴해서 수익을 당신들에게 넘기겠습니다. 가능한 사람들을 모아서, 우리가 캐는 광석은 전부 당신들 몫으로 하죠. 다만 이해해주셔야 합니다. 겁먹은 사람들이 많아요.	번역완료	batch RowID 1088-1287
1255	Data/NPCData/106.EDT	15	480	Scared the Queen will return to punish them... I won't be able to convince all of them. That will be up to you. They need to know you're for real. That you're here to stay.	여왕이 돌아와 보복할까 두려운 겁니다... 모두를 설득하진 못할 겁니다. 그건 당신들 몫이에요. 사람들이 당신들이 진짜라는 걸, 쉽게 떠나지 않을 거라는 걸 알아야 합니다.	번역완료	batch RowID 1088-1287
1256	Data/NPCData/106.EDT	16	480	If Deidranna does take back this town, the people will work for her like nothing happened. It's what they know. It's how they stay alive. You mustn't hold it against any one of us.	데이드라나가 이 도시를 되찾으면 사람들은 아무 일도 없었던 것처럼 다시 그 여자를 위해 일할 겁니다. 그게 이들이 아는 방식이고, 살아남는 방식이죠. 우리 누구도 그 일로 탓하지 말아주십시오.	번역완료	batch RowID 1088-1287
1257	Data/NPCData/106.EDT	17	480	I'm sure you'll find the same attitude amongst the other mine foremen and their workers. Heck! This whole country is hopeful, but we will remain cautious out of fear.	다른 광산 감독들과 광부들도 비슷할 겁니다. 젠장, 이 나라는 모두 희망을 품고 있지만 두려움 때문에 계속 조심할 수밖에 없어요.	번역완료	batch RowID 1088-1287
1258	Data/NPCData/106.EDT	18	480	I have some alarming news. It appears we're nearing the end of the ore deposit. Could be a matter of days before production starts to drop-off, then a couple more days before the mine is closed altogether.	걱정스러운 소식이 있습니다. 광맥이 거의 바닥난 것 같습니다. 며칠 안에 생산량이 떨어지기 시작하고, 또 며칠 지나면 광산을 완전히 닫아야 할 수도 있어요.	번역완료	batch RowID 1088-1287
1259	Data/NPCData/106.EDT	19	480	Unfortunately, I had to close the mine. A couple of my men say they spotted huge, hideous bugs down there. I don't know how true it is, but I can't allow anyone to work until I'm sure it's safe.	유감이지만 광산을 폐쇄해야 했습니다. 광부 몇 명이 아래에서 거대하고 흉측한 벌레를 봤다고 해요. 얼마나 사실인진 모르지만, 안전하다고 확신할 때까지는 누구도 일하게 할 수 없습니다.	번역완료	batch RowID 1088-1287
1260	Data/NPCData/106.EDT	20	480	Thank God! Thought you'd never be back. My men have been through an extremely rough time. I hope you'll make every effort to prevent that from happening again.	하느님 감사합니다! 다시 안 오는 줄 알았습니다. 내 광부들이 정말 힘든 시간을 보냈어요. 다시는 이런 일이 없도록 최선을 다해주시길 바랍니다.	번역완료	batch RowID 1088-1287
1261	Data/NPCData/106.EDT	21	480	I'll make time for you, once you inflict some peace on the area.	이 주변을 좀 잠잠하게 만들어주면 그때 시간을 내드리죠.	번역완료	batch RowID 1088-1287
1262	Data/NPCData/106.EDT	22	480	You're turning out to be the answer to all our prayers.	당신들이야말로 우리 기도에 대한 응답인 것 같군요.	번역완료	batch RowID 1088-1287
1263	Data/NPCData/106.EDT	23	480	Thought you might want to be brought up-to-speed. The mine is currently running at full capacity. My men are behind you one hundred percent.	상황을 알려드려야 할 것 같군요. 광산은 현재 최대 가동 중입니다. 내 광부들도 백 퍼센트 당신들 편이에요.	번역완료	batch RowID 1088-1287
1264	Data/NPCData/106.EDT	24	480	Things could be going better. I'm still having problems recruiting workers. Hate to say it, but the people around here lack confidence in your ability to win this thing.	사정이 좀 더 좋았으면 좋겠군요. 아직도 광부를 모으는 데 애를 먹고 있습니다. 이런 말은 하기 싫지만, 이곳 사람들은 당신들이 이 전쟁에서 이길 수 있을지 확신하지 못해요.	번역완료	batch RowID 1088-1287
1265	Data/NPCData/106.EDT	25	480	Kind of quiet around here since the mine's been closed. It's too bad the lode went dry. I must say, I miss the responsibility the job gave me. You know, I personally carried the last nugget out...	광산이 닫힌 뒤로 이곳이 꽤 조용해졌어요. 광맥이 말라버린 게 아쉽습니다. 솔직히 말하면, 이 일이 주던 책임감이 그립군요. 마지막 금덩이는 제가 직접 들고 나왔습니다...	번역완료	batch RowID 1088-1287
1266	Data/NPCData/106.EDT	26	480	There are probably others who need it more.	아마 나보다 더 필요한 사람이 있을 겁니다.	번역완료	batch RowID 1088-1287
1267	Data/NPCData/106.EDT	27	480	We've had another incident with those creatures. I had to shut down the mine again.	그 생물들 때문에 또 사고가 났습니다. 광산을 다시 닫아야 했어요.	번역완료	batch RowID 1088-1287
1268	Data/NPCData/106.EDT	28	480	Looks like everything's okay. I got the men to come back to work, too. Have to say, though, if I so much as suspect one of those creature things again, I'm stopping everything.	이제는 괜찮아 보입니다. 광부들도 다시 일하러 오게 했어요. 하지만 그 생물들이 다시 나타났다는 낌새만 보여도 곧바로 모든 작업을 중단할 겁니다.	번역완료	batch RowID 1088-1287
1269	Data/NPCData/107.EDT	1	480	Welcome to the Shady Lady. I am Madame Layla, your hostess...	셰이디 레이디에 오신 걸 환영합니다. 저는 이곳의 마담, 레일라예요...	번역완료	batch RowID 1088-1287
1270	Data/NPCData/107.EDT	2	480	It is with pleasure that I welcome you again.	다시 모시게 되어 기쁘군요.	번역완료	batch RowID 1088-1287
1271	Data/NPCData/107.EDT	3	480	I'm flattered, but I haven't worked in a long time.	과찬이시네요. 하지만 전 직접 일한 지 오래됐답니다.	번역완료	batch RowID 1088-1287
1272	Data/NPCData/107.EDT	4	480	There's no need to be concerned. Mr. Klaus insists all the girls pass medical examinations. He, himself, personally witnesses these physicals to ensure their thoroughness.	걱정하실 필요 없어요. 클라우스 씨는 모든 아가씨가 건강검진을 받도록 하고 있죠. 검사가 철저한지 확인하려고 직접 검진을 지켜보기까지 한답니다.	번역완료	batch RowID 1088-1287
1273	Data/NPCData/107.EDT	5	480	I only accept cash. Perhaps someone else would be prepared to give you money for it.	전 현금만 받습니다. 그 물건은 다른 누군가가 돈을 주고 사줄지도 모르겠군요.	번역완료	batch RowID 1088-1287
1274	Data/NPCData/107.EDT	6	480	My regrets, but all prices are as stated.	유감이지만 가격은 모두 적혀 있는 그대로예요.	번역완료	batch RowID 1088-1287
1275	Data/NPCData/107.EDT	7	480	I try to run a nice, quiet, civil place. I would appreciate your cooperation.	전 이곳을 품위 있고 조용하게 운영하려고 해요. 협조해주시면 감사하겠군요.	번역완료	batch RowID 1088-1287
1276	Data/NPCData/107.EDT	8	480	Do you have any idea how many offers like that the girls and I get each day?	나와 아가씨들이 하루에 그런 제안을 얼마나 많이 받는지 아시나요?	번역완료	batch RowID 1088-1287
1277	Data/NPCData/107.EDT	9	480	Oh...ay... I never realized it could hurt this much... I can't recall any of my... eight births being this bad.	아... 아야... 이렇게 아플 줄은 몰랐어... 내... 여덟 번의 출산도 이렇게 아팠던 기억은 없는데.	번역완료	batch RowID 1088-1287
1278	Data/NPCData/107.EDT	10	480	You'll have to excuse me... I need to check on things.	실례하겠어요... 이것저것 확인할 게 있어서요.	번역완료	batch RowID 1088-1287
1279	Data/NPCData/107.EDT	11	480	I always appreciate someone who knows what they want.	자기가 뭘 원하는지 아는 손님은 언제나 환영이죠.	번역완료	batch RowID 1088-1287
1280	Data/NPCData/107.EDT	12	480	You are not welcome here. Leave now, or deal with the consequences.	여기선 환영받지 못해요. 지금 나가세요. 아니면 그 결과를 감당하시든가.	번역완료	batch RowID 1088-1287
1281	Data/NPCData/107.EDT	13	480	Just you wait until Kingpin hears about this.	킹핀이 이 일을 알게 될 때까지 기다려봐요.	번역완료	batch RowID 1088-1287
1282	Data/NPCData/107.EDT	14	480	This is a classy place. No more than two men per girl.	여긴 품위 있는 곳이에요. 아가씨 한 명당 남자는 둘까지만 받습니다.	번역완료	batch RowID 1088-1287
1283	Data/NPCData/107.EDT	15	480	We don't cater to your type of needs, dear. Though there's a woman named Brenda Drake that might be interested. You'll probably find her browsing at the adult store.	손님 같은 취향은 저희가 상대하지 않아요, 자기. 그래도 브렌다 드레이크라는 여자라면 관심 있을지도 모르겠네요. 아마 성인용품점에서 구경하고 있을 거예요.	번역완료	batch RowID 1088-1287
1284	Data/NPCData/107.EDT	16	480	What is it you think you're doing? No one sees my girls without going through me first. You haven't fallen in love have you?	대체 지금 뭐 하는 거죠? 내 아가씨들을 만나려면 먼저 나를 거쳐야 해요. 설마 사랑에 빠진 건 아니겠죠?	번역완료	batch RowID 1088-1287
1285	Data/NPCData/107.EDT	17	480	It's time to leave. My girls need to get some sleep.	이제 나가실 시간이에요. 우리 아가씨들도 잠을 자야 하니까.	번역완료	batch RowID 1088-1287
1286	Data/NPCData/107.EDT	18	480	I'm sure you will find something or, rather, someone here that will catch your fancy. My girls were all chosen with creating a wide selection in mind.	여기서 마음에 드는 물건을... 아니, 사람을 하나쯤은 분명 찾으실 수 있을 거예요. 선택의 폭을 넓히려고 여러 유형의 아가씨들을 골라뒀답니다.	번역완료	batch RowID 1088-1287
1287	Data/NPCData/107.EDT	19	480	I'm afraid I don't recall who you were interested in last time. Do you have a favorite, or are you looking to expand your horizons?	지난번 누구에게 관심을 보이셨는지 기억이 안 나는군요. 특별히 좋아하는 아가씨가 있나요, 아니면 새로운 취향을 탐색해보실 건가요?	번역완료	batch RowID 1088-1287
1288	Data/NPCData/107.EDT	20	480	Ask her about our full service, full-body massage. It is, by far, our most popular package.	그녀에게 저희의 풀서비스 전신 마사지를 물어보세요. 단연 가장 인기 있는 상품이랍니다.	번역완료	batch RowID 1288-1487
1289	Data/NPCData/107.EDT	21	480	Carla would be ideal. She's my most experienced. You could visit with her for 100 dollars per person. Naturally, she's not my most youthful girl.	카를라가 딱 좋겠군요. 우리 아가씨들 중 가장 경험이 많죠. 1인당 100달러에 만나실 수 있어요. 물론 가장 어린 아가씨는 아니지만요.	번역완료	batch RowID 1288-1487
1290	Data/NPCData/107.EDT	22	480	Very good. You'll find Carla at the end of the hallway in the last room on your left. The door should be open.	좋습니다. 카를라는 복도 끝 왼쪽 마지막 방에 있어요. 문은 열려 있을 겁니다.	번역완료	batch RowID 1288-1487
1291	Data/NPCData/107.EDT	23	480	If you were looking for something really special, I have Cindy. She's five hundred per person. But you'd have to promise to be very gentle. We celebrated her eighteenth birthday last night.	정말 특별한 걸 원하신다면 신디가 있어요. 1인당 500달러죠. 다만 아주 부드럽게 대해주겠다고 약속하셔야 해요. 어젯밤에 열여덟 번째 생일을 축하했거든요.	번역완료	batch RowID 1288-1487
1292	Data/NPCData/107.EDT	24	480	Cindy is in room four. That would be the third door on your right. It should be open.	신디는 4번 방에 있어요. 오른쪽 세 번째 문입니다. 열려 있을 거예요.	번역완료	batch RowID 1288-1487
1293	Data/NPCData/107.EDT	25	480	May I suggest Bambi for something really different. Mr. Klaus calls her a freak of nature. At 300 dollars apiece, she's someone that you'll be talking about for a long, long time.	아주 색다른 경험을 원하신다면 밤비를 추천하죠. 클라우스 씨는 그 애를 자연의 돌연변이라고 부른답니다. 1인당 300달러. 오랫동안 이야기거리가 될 만한 아가씨예요.	번역완료	batch RowID 1288-1487
1294	Data/NPCData/107.EDT	26	480	You'll find Bambi waiting for you at the end of the hall, last door on your right.	밤비는 복도 끝 오른쪽 마지막 방에서 기다리고 있을 거예요.	번역완료	batch RowID 1288-1487
1295	Data/NPCData/107.EDT	27	480	Only people who have paid me for a girl's time are allowed back there.	아가씨와 시간을 보내는 대가를 제게 지불한 손님만 안쪽으로 들어갈 수 있어요.	번역완료	batch RowID 1288-1487
1296	Data/NPCData/107.EDT	28	480	You know what to do, Billy.	빌리, 어떻게 해야 할지 알지.	번역완료	batch RowID 1288-1487
1297	Data/NPCData/107.EDT	29	480	Maria is one of our newer girls. She's four hundred dollars a head. A little shy, likes to pretend she doesn't like it. Her room is at the end of the hall. You can be forceful if you like. She likes that, too.	마리아는 새로 들어온 아가씨 중 하나예요. 1인당 400달러죠. 조금 수줍음이 많아서 싫은 척하는 걸 좋아해요. 방은 복도 끝에 있어요. 원하시면 좀 거칠게 대해도 돼요. 그것도 좋아하거든요.	번역완료	batch RowID 1288-1487
1298	Data/NPCData/107.EDT	30	480	Fine. Oh... and by the way, ignore her screaming if it doesn't do anything for you. It's all part of Maria's role-playing side.	좋아요. 아, 그리고 말인데, 비명이 신경 쓰이지 않는다면 그냥 무시하세요. 전부 마리아가 즐기는 역할극의 일부니까요.	번역완료	batch RowID 1288-1487
1299	Data/NPCData/107.EDT	31	480	Can I interest anyone else?	다른 아가씨도 소개해드릴까요?	번역완료	batch RowID 1288-1487
1300	Data/NPCData/107.EDT	32	480	Didn't I tell you about our no-girl policy? Oh, well. Maybe she won't say anything. It's probably a good time to think about expanding the business anyway.	여자는 받지 않는다는 방침을 말씀 안 드렸던가요? 뭐, 됐어요. 입 다물어주겠죠. 어차피 사업을 좀 확장해볼 때가 된 것 같기도 하고.	번역완료	batch RowID 1288-1487
1301	Data/NPCData/107.EDT	33	480	That's okay, there will be other occasions. You'll come around. Everyone does.	괜찮아요. 다음 기회가 또 있을 테니까요. 결국 마음이 바뀌실 거예요. 다들 그러거든요.	번역완료	batch RowID 1288-1487
1302	Data/NPCData/107.EDT	34	480	I'll need to be paid in advance. That's how we do things around here.	선불로 받겠습니다. 이곳은 원래 그렇게 해요.	번역완료	batch RowID 1288-1487
1303	Data/NPCData/107.EDT	35	480	Have you had a change of heart?	마음이 바뀌셨나요?	번역완료	batch RowID 1288-1487
1304	Data/NPCData/107.EDT	36	480	The two of you may go now.	두 분은 이제 가셔도 됩니다.	번역완료	batch RowID 1288-1487
1305	Data/NPCData/107.EDT	37	480	I don't understand, or perhaps you didn't. The amount is per customer, and there's a two client maximum per girl.	제가 잘못 이해한 건지, 손님이 잘못 이해한 건지 모르겠군요. 금액은 1인당이고, 아가씨 한 명당 손님은 최대 두 명까지예요.	번역완료	batch RowID 1288-1487
1306	Data/NPCData/107.EDT	38	480	All my girls are busy right now. You can come back later, or you can wait if you like. Probably just be a couple minutes. Most men don't take very long.	지금은 아가씨들이 모두 손님을 받고 있어요. 나중에 다시 오셔도 되고, 원하시면 기다리셔도 돼요. 아마 몇 분이면 될 겁니다. 대부분 남자들은 오래 걸리지 않거든요.	번역완료	batch RowID 1288-1487
1307	Data/NPCData/107.EDT	39	480	Yes, as a matter of fact, things have quieted down.	네, 사실 지금은 좀 조용해졌어요.	번역완료	batch RowID 1288-1487
1308	Data/NPCData/107.EDT	40	480	I can't take that. I'm not sure who you want. Let me tell you who's available...	그 돈은 받을 수 없어요. 누구를 원하시는지 모르겠거든요. 지금 가능한 아가씨들을 말씀드리죠...	번역완료	batch RowID 1288-1487
1309	Data/NPCData/107.EDT	41	480	Carla, I believe, is free. She's a hundred dollars.	카를라는 아마 시간이 될 거예요. 100달러입니다.	번역완료	batch RowID 1288-1487
1310	Data/NPCData/107.EDT	42	480	There's Cindy at five hundred dollars.	신디는 500달러예요.	번역완료	batch RowID 1288-1487
1311	Data/NPCData/107.EDT	43	480	There's Bambi, who's simply waiting for someone with three hundred dollars and the need for some loving.	밤비도 있죠. 사랑이 필요한 누군가가 300달러를 들고 오기만 기다리고 있어요.	번역완료	batch RowID 1288-1487
1312	Data/NPCData/107.EDT	44	480	If two of you would like to split a room, just double up the amount.	두 분이 한 방을 같이 쓰고 싶으시면 금액을 두 배로 내시면 돼요.	번역완료	batch RowID 1288-1487
1313	Data/NPCData/107.EDT	45	480	We have Maria, who's not for everyone, but well worth the four hundred dollars if you like the resistant type.	마리아도 있어요. 누구에게나 맞는 타입은 아니지만, 저항하는 스타일을 좋아한다면 400달러가 아깝지 않을 거예요.	번역완료	batch RowID 1288-1487
1314	Data/NPCData/107.EDT	46	480	I'm not having a good day. Somebody kidnapped one of my girls. Poor Maria, I get goosebumps just thinking about what they might be doing to her.	오늘은 정말 최악이에요. 누가 내 아가씨 하나를 납치했어요. 불쌍한 마리아... 지금 무슨 일을 당하고 있을지 생각만 해도 소름이 돋아요.	번역완료	batch RowID 1288-1487
1315	Data/NPCData/107.EDT	47	480	I'd rather live than deal with you! Take care of this mess first!	당신들 상대하다 죽느니 차라리 살겠어요! 먼저 이 난장판부터 해결하세요!	번역완료	batch RowID 1288-1487
1316	Data/NPCData/108.EDT	1	480	Welcome. I am Yanni, caretaker and abiding servant to the temple of Chitzena.	어서 오십시오. 저는 야니. 치트제나 사원을 돌보며 평생을 섬겨온 사람입니다.	번역완료	batch RowID 1288-1487
1317	Data/NPCData/108.EDT	2	480	You have returned...	돌아오셨군요...	번역완료	batch RowID 1288-1487
1318	Data/NPCData/108.EDT	3	480	Chitzena represents the humble beginnings of our country. Amongst these ruins lie thousands of years of our history.	치트제나는 우리 나라의 소박한 시작을 상징합니다. 이 폐허 곳곳에 수천 년의 역사가 잠들어 있지요.	번역완료	batch RowID 1288-1487
1319	Data/NPCData/108.EDT	4	480	It is tragic that Arulco finds itself in such a predicament.	아룰코가 이토록 곤경에 빠진 것은 참으로 비극입니다.	번역완료	batch RowID 1288-1487
1320	Data/NPCData/108.EDT	5	480	I have no purpose for that.	제게는 그 물건이 필요 없습니다.	번역완료	batch RowID 1288-1487
1321	Data/NPCData/108.EDT	6	480	Ten years ago, you would not even be able to get near the ruins. The crowds would form as far away as Cambria.	10년 전만 해도 이 폐허 근처에는 다가오지도 못했을 겁니다. 인파가 캄브리아까지 이어질 정도였지요.	번역완료	batch RowID 1288-1487
1322	Data/NPCData/108.EDT	7	480	This is a peaceful corner of our country. There is no need for violence or anger.	이곳은 우리 나라의 평화로운 한 귀퉁이입니다. 폭력이나 분노는 필요 없습니다.	번역완료	batch RowID 1288-1487
1323	Data/NPCData/108.EDT	8	480	I have vowed to remain in Chitzena until my death. I shall fulfill my obligation.	저는 죽는 날까지 치트제나에 남겠다고 맹세했습니다. 그 의무를 다할 것입니다.	번역완료	batch RowID 1288-1487
1324	Data/NPCData/108.EDT	9	480	I... must get to Cambria... for treatment.	저는... 치료를 받으러 캄브리아에... 가야 합니다.	번역완료	batch RowID 1288-1487
1325	Data/NPCData/108.EDT	10	480	I must attend to my responsibilities. I shall not be far.	제 의무를 돌봐야 합니다. 멀리 가지는 않겠습니다.	번역완료	batch RowID 1288-1487
1326	Data/NPCData/108.EDT	11	480	A donation... They are few and far between.	기부라... 이제는 정말 보기 드문 일이군요.	번역완료	batch RowID 1288-1487
1327	Data/NPCData/108.EDT	12	480	Feel free to tour the ruins. I ask that you respect the heritage and tranquility of Arulco's wonder. Please do not fire your weapons or otherwise disturb the grounds.	폐허는 자유롭게 둘러보십시오. 다만 아룰코의 이 경이로운 유산과 평온을 존중해주시길 바랍니다. 총을 쏘거나 다른 방식으로 이곳을 어지럽히지 말아주십시오.	번역완료	batch RowID 1288-1487
1328	Data/NPCData/108.EDT	13	480	You will find yourself pretty much alone. Hardly anyone comes here anymore. Once, it was the pride and joy of Arulco, a destination for families on weekend outings and tourists from around the world.	거의 혼자 둘러보시게 될 겁니다. 이제는 이곳을 찾는 사람이 거의 없으니까요. 한때는 아룰코의 자랑이자 기쁨이었고, 주말 나들이를 온 가족과 세계 각지의 관광객들이 찾는 명소였습니다.	번역완료	batch RowID 1288-1487
1329	Data/NPCData/108.EDT	14	480	Since the Golden Chalice of Chance has been removed from Chitzena, people have tired of looking at stones. It was the Chalice that drew the crowds. To touch it is to be blessed with life's fortune.	행운의 황금 성배가 치트제나에서 사라진 뒤 사람들은 돌덩이를 구경하는 데 싫증을 냈습니다. 군중을 불러모았던 건 바로 그 성배였지요. 그것을 만지면 평생의 행운을 축복받는다고 합니다.	번역완료	batch RowID 1288-1487
1330	Data/NPCData/108.EDT	15	480	Centuries old, encased with the finest jewels, it is the spiritual lifeblood of the people. It is what they hold dear. To have it once again in its rightful place would rejuvenate the well-being of the nation.	수백 년 된 그 성배는 최고급 보석으로 장식되어 있으며, 사람들의 정신적 생명줄과도 같습니다. 모두가 소중히 여기는 것이지요. 다시 제자리에 돌아온다면 나라 전체에 활력을 되찾아줄 겁니다.	번역완료	batch RowID 1288-1487
1331	Data/NPCData/108.EDT	16	480	Queen Deidranna took the Chalice years ago and placed it in the museum in Balime. At the time, she said it was for the security of this national treasure, but this is not the situation.	데이드라나 여왕은 몇 년 전 성배를 가져가 발리메의 박물관에 두었습니다. 당시에는 국보의 안전을 위해서라고 했지만, 진실은 그렇지 않습니다.	번역완료	batch RowID 1288-1487
1332	Data/NPCData/108.EDT	17	480	The Chalice is in the showcase for the enjoyment of the wealthy who live in Balime, and she did not want the peasants of the countryside to prosper from its blessing. However, it is locked up behind heavy security.	성배는 발리메에 사는 부유층의 눈요깃거리로 진열되어 있습니다. 여왕은 시골의 가난한 사람들이 그 축복으로 번영하는 것을 원하지 않았지요. 게다가 경비가 삼엄한 곳에 잠겨 있습니다.	번역완료	batch RowID 1288-1487
1333	Data/NPCData/108.EDT	18	480	She had the Chalice in Balime so the wealthy could enjoy it, and the peasants of the countryside could not prosper from its blessing. I have heard, however, that it has been stolen, and its whereabouts are unknown.	여왕은 부자들이 즐기도록 성배를 발리메에 두고, 시골의 가난한 이들이 그 축복으로 번영하지 못하게 했습니다. 하지만 듣기로는 성배가 도난당했고, 지금 어디 있는지는 아무도 모른다고 합니다.	번역완료	batch RowID 1288-1487
1334	Data/NPCData/108.EDT	19	480	Greatness would be bestowed upon the one who returns it to Chitzena. To have it here, once again, may very well unite the country.	그 성배를 치트제나로 돌려놓는 사람에게는 위대한 명예가 따를 겁니다. 성배가 다시 이곳으로 돌아온다면 나라를 하나로 묶을 수도 있겠지요.	번역완료	batch RowID 1288-1487
1335	Data/NPCData/108.EDT	20	480	You are a savage. A human without heart.	당신은 야만인이군요. 심장이 없는 인간입니다.	번역완료	batch RowID 1288-1487
1336	Data/NPCData/108.EDT	21	480	My highest appreciation. It is wonderful. I did not believe I would ever see the Golden Chalice again. The people will hear of your deed. Word travels very fast here. Your journey shall be facilitated by their gratefulness.	진심으로 감사드립니다. 정말 경이롭군요. 다시는 행운의 황금 성배를 보지 못할 줄 알았습니다. 사람들은 당신의 업적을 듣게 될 겁니다. 이곳은 소문이 아주 빨리 퍼지지요. 그들의 감사가 앞으로의 여정에도 큰 도움이 될 것입니다.	번역완료	batch RowID 1288-1487
1337	Data/NPCData/108.EDT	22	480	I cannot even think of conversing with all this fighting going on...	이렇게 싸움이 벌어지는 중에는 대화를 나눌 엄두도 나지 않는군요...	번역완료	batch RowID 1288-1487
1338	Data/NPCData/108.EDT	23	480	You have earned my appreciation.	당신은 제 감사를 받을 만한 일을 하셨습니다.	번역완료	batch RowID 1288-1487
1339	Data/NPCData/109.EDT	1	480	Hello. I'm Martha Graham.	안녕하세요. 저는 마사 그레이엄이에요.	번역완료	batch RowID 1288-1487
1340	Data/NPCData/109.EDT	2	480	Hello again.	다시 만나네요.	번역완료	batch RowID 1288-1487
1341	Data/NPCData/109.EDT	3	480	The weather has been lovely lately.	요즘 날씨가 참 좋네요.	번역완료	batch RowID 1288-1487
1342	Data/NPCData/109.EDT	4	480	Best of luck.	행운을 빌어요.	번역완료	batch RowID 1288-1487
1343	Data/NPCData/109.EDT	5	480	I wouldn't know what to do with it.	그걸 받아도 뭘 해야 할지 모르겠네요.	번역완료	batch RowID 1288-1487
1344	Data/NPCData/109.EDT	6	480	I never thought I'd see the day Deidranna was removed from power, but I'm starting to believe I may just live long enough.	데이드라나가 권좌에서 쫓겨나는 날을 보게 될 거라곤 생각도 못 했어요. 그런데 이제는 제가 그날까지 살아 있을지도 모르겠다는 생각이 드네요.	번역완료	batch RowID 1288-1487
1345	Data/NPCData/109.EDT	7	480	There's no reason to get mad at me. I have nothing to do with what's going on around here.	저한테 화낼 이유는 없잖아요. 전 여기서 벌어지는 일과 아무 상관도 없어요.	번역완료	batch RowID 1288-1487
1346	Data/NPCData/109.EDT	8	480	I'm just a housewife. I wouldn't be of any use to you.	전 그냥 가정주부예요. 당신들에게 도움이 될 만한 사람이 아니에요.	번역완료	batch RowID 1288-1487
1347	Data/NPCData/109.EDT	9	480	Help! I need... a... doctor.	도와줘요! 의사가... 필요해요...	번역완료	batch RowID 1288-1487
1348	Data/NPCData/109.EDT	10	480	I really must be going.	전 정말 가봐야겠어요.	번역완료	batch RowID 1288-1487
1349	Data/NPCData/109.EDT	11	480	Normally, I would't take money from a stranger, but we really need it. I'll see that it gets put to good use.	평소 같으면 낯선 사람에게 돈을 받지 않겠지만, 지금은 정말 필요해요. 꼭 좋은 데 쓰겠습니다.	번역완료	batch RowID 1288-1487
1350	Data/NPCData/109.EDT	12	480	You go to your room, mister. And you just wait 'til your father gets home.	너 당장 방으로 들어가, 이 녀석아. 아빠가 집에 오실 때까지 기다려.	번역완료	batch RowID 1288-1487
1351	Data/NPCData/109.EDT	13	480	That boy... He's a good kid, you know. He just has a little bit of a wild streak in him. Thank you... I'll try and keep a closer eye on him next time.	그 아이... 원래 착한 애예요. 그냥 조금 말썽꾸러기 기질이 있을 뿐이에요. 고마워요... 다음부터는 더 잘 지켜볼게요.	번역완료	batch RowID 1288-1487
1352	Data/NPCData/109.EDT	14	480	My husband works up at the hospital in Cambria. He's good friends with Doctor Willis. You mention our name if ever you need him. I'm sure he'll be of help...	남편이 캄브리아 병원에서 일해요. 윌리스 의사와 아주 친하죠. 혹시 그분 도움이 필요하면 우리 이름을 말해보세요. 분명 도와주실 거예요...	번역완료	batch RowID 1288-1487
1353	Data/NPCData/109.EDT	15	480	Joey was in San Mona, huh. Wonder what he was doing there?	조이가 산모나에 있었다고요? 거기서 뭘 하고 있었던 거지?	번역완료	batch RowID 1288-1487
1354	Data/NPCData/109.EDT	16	480	I can't thank you enough. Joey seems to be doing so much better now.	어떻게 감사드려야 할지 모르겠어요. 조이도 이제 훨씬 좋아진 것 같고요.	번역완료	batch RowID 1288-1487
1355	Data/NPCData/109.EDT	17	480	I need your help. My boy, Joey, has run away from home. He's only fifteen, and I haven't seen him in three days. I've checked with everyone. None of his friends seem to know where he is.	도와주세요. 제 아들 조이가 가출했어요. 겨우 열다섯 살인데 사흘째 못 봤어요. 아는 사람들에게 다 물어봤지만 친구들도 어디 있는지 모른대요.	번역완료	batch RowID 1288-1487
1356	Data/NPCData/109.EDT	18	480	By chance have you seen him? He has an earring in his left ear. Well...you know, they all have one these days. It really doesn't mean anything anymore...	혹시 조이를 보신 적 있나요? 왼쪽 귀에 귀걸이를 하고 있어요. 뭐... 요즘 애들은 다 하나씩 하잖아요. 이제는 별 특징도 아니지만...	번역완료	batch RowID 1288-1487
